numid,network_name,station_id,station_name,station_country,station_type,station_type_of_area,station_alt,station_google_alt,station_etopo_relative_alt,station_population_density,station_max_population_density_5km,station_max_population_density_25km,station_nightlight_1km,station_nightlight_5km,station_max_nightlight_25km,station_htap_region,station_climatic_zone,station_dominant_landcover,station_landcover_description,station_nox_emissions,station_omi_no2_column,station_toar_category,station_wheat_production,data_capture,mean,dma8epa,dma8epa_strict,dma8epax,dma8epax_strict,dma8eu,dma8eu_strict,avgdma8epax,p05,p10,p25,p75,p90,p95,p98,aot40,daylight_aot40,w126,w126_24h,daytime_avg,nighttime_avg,count,AOT40,AOT0,iso_a2,name_long,continent,region_un,subregion,type,area_km2,pop,lifeExp,gdpPercap,geometry
9182,AIRBASE,IT1529A,Cuneo - Alpini 10402,Italy,background,urban,551,554,73,5600,5885,6193,60,51.2,61,4,1,13,"Croplands: 28.4 %, Mixed forest: 25.5 %, Cropland/Natural vegetation mosaic: 24.8 %, Deciduous Broadleaf forest: 11.4 %, Grasslands: 5.2 %, Urban and built-up: 3.6 %",2.03516,2.63,0,2.045,0.98115942029,36.9872715257,66.0759625,65.9381175,66.0759625,66.0759625,51.9535225,51.8532825,45.5649119763,14.9219228,19.04712,27.5682,46.01384,54.013638,58.94582,64.8744764,6497.71491298,6445.59078415,6137.33333934,8292.36316649,39.8200255188,34.1631236858,5,6.49771491298,43.005627560304,Europe,Italy,Europe,Europe,Southern Europe,Sovereign country,315104.851197605,60789140,83.090243902439,33945.8438783585,7.538055|44.381664
9183,AIRBASE,IT1385A,DARFO_2 301721,Italy,background,suburban,226,228,98,2991,5631,10648,49,31.69,55,4,3,5,"Mixed forest: 54.5 %, Grasslands: 16.0 %, Cropland/Natural vegetation mosaic: 12.9 %, Evergreen Needleleaf forest: 4.1 %, Deciduous Broadleaf forest: 3.6 %, Croplands: 3.0 %, Water: 2.5 %, Urban and built-up: 2.4 %",1.59362,3.02,0,0.029,0.997344322344,33.3751393814,84.3837625,84.3837625,84.3837625,84.3837625,60.1613325,60.1613325,50.6783158912,6.917112,9.924564,18.34538,45.61285,59.918246,69.747558,80.9903644,10241.3516214,10057.8517586,12549.6174467,13876.677023,42.1119249058,24.6533645194,5,10.2413516214,45.480878898264,Europe,Italy,Europe,Europe,Southern Europe,Sovereign country,315104.851197605,60789140,83.090243902439,33945.8438783585,10.177501|45.873886
9185,AIRBASE,IT1928A,DELTA CERVIA 803923,Italy,background,suburban,0,-3,0,4848,4956,14573,56,38,63,4,2,13,"Croplands: 45.3 %, Water: 39.6 %, Urban and built-up: 10.2 %, Mixed forest: 1.5 %, Cropland/Natural vegetation mosaic: 1.4 %",4.03816,3.41,0,5.733,0.98731884058,31.7612225593,66.5328964286,66.5328964286,66.5328964286,66.5328964286,53.71100625,53.44473125,47.9744440828,5.0124,7.5186,15.789075,45.362225,53.883275,59.271625,65.2865,7275.37117071,6741.30318946,6655.89245754,7863.96368377,41.1547429847,22.3891852042,4,7.27537117071,44.447122423476,Europe,Italy,Europe,Europe,Southern Europe,Sovereign country,315104.851197605,60789140,83.090243902439,33945.8438783585,12.332222|44.28389
9188,AIRBASE,IT0988A,DONNAS 200708,Italy,background,rural,371,375,27,1460,3358,13338,18,17,61,4,3,5,"Mixed forest: 32.4 %, Grasslands: 24.8 %, Cropland/Natural vegetation mosaic: 20.9 %, Croplands: 8.7 %, Evergreen Needleleaf forest: 5.1 %, Deciduous Broadleaf forest: 3.6 %, Urban and built-up: 3.0 %, Open shrublands: 1.2 %",2.19753,1.62,1,0.077,0.682921245421,38.6936606575,74.8100625,74.8100625,74.8100625,74.8100625,62.0911125,62.0911125,55.0551581044,17.5434,21.5533,30.0744,51.6277,62.1538,69.1711,73.6823,11948.9577208,11612.2589745,13040.6778695,15496.0850509,46.8440023771,35.7661365568,1,11.9489577208,50.591522567268,Europe,Italy,Europe,Europe,Southern Europe,Sovereign country,315104.851197605,60789140,83.090243902439,33945.8438783585,7.760278|45.5975
9191,AIRBASE,IT1904A,Dernice - Costa 100614,Italy,background,rural,580,569,194,532,532,6993,6,5.67,61,4,1,14,"Cropland/Natural vegetation mosaic: 27.7 %, Croplands: 26.7 %, Mixed forest: 21.7 %, Deciduous Broadleaf forest: 21.6 %, Urban and built-up: 1.9 %",0.248989,3.17,1,0.551,0.950860507246,46.4101176718,67.77704375,67.77704375,67.43244375,67.43244375,58.94269375,58.88003125,51.5216678795,26.985505,31.703425,39.47265,53.664025,59.77285,63.156225,67.186203,10024.9246181,10075.912313,8655.97223398,15826.7787464,47.0941883037,45.8318319966,4,10.0249246181,50.861723367996,Europe,Italy,Europe,Europe,Southern Europe,Sovereign country,315104.851197605,60789140,83.090243902439,33945.8438783585,9.053333|44.764999
9192,AIRBASE,IT1121A,Druento - La Mandria 100122,Italy,background,rural,337,334,58,5233,21384,89500,22,38.8,63,4,1,14,"Cropland/Natural vegetation mosaic: 27.1 %, Urban and built-up: 22.3 %, Mixed forest: 21.6 %, Croplands: 19.2 %, Deciduous Broadleaf forest: 5.5 %, Grasslands: 2.7 %",20.5456,4.89,0,1.707,0.878351449275,32.3651509502,74.3401580357,74.1991830357,74.3401580357,74.1991830357,56.6610083333,55.997903125,50.4706048809,9.022335,12.15508,18.7965,45.8948,57.89325,64.53465,71.985587,9951.51208441,9688.16109767,10814.0751407,11467.2972168,44.2863475611,23.0996829346,4,9.95151208441,47.829255365988,Europe,Italy,Europe,Europe,Southern Europe,Sovereign country,315104.851197605,60789140,83.090243902439,33945.8438783585,7.56|45.175556
9197,AIRBASE,IT2007A/IT0902A,ERBA- Via Battisti 301315,Italy,background,urban/suburban,323,284,111,14351,14351,53243,60,52.45,63,4,1,5,"Urban and built-up: 29.5 %, Mixed forest: 28.2 %, Cropland/Natural vegetation mosaic: 16.6 %, Croplands: 12.4 %, Deciduous Broadleaf forest: 6.3 %, Water: 3.1 %, Evergreen Needleleaf forest: 2.5 %, Grasslands: 1.0 %",6.29111,6.21,0,0.83,0.6663647343,20.5880908033,49.12151875,49.12151875,49.12151875,49.12151875,36.433875,36.433875,27.6231197244,2.75682,4.26054,9.77418,29.8238,38.8461,43.60785,47.6178,1001.46711659,1000.3629477,962.868420418,1331.70524252,22.0191042787,19.1508022464,2,1.00146711659,23.780632620996,Europe,Italy,Europe,Europe,Southern Europe,Sovereign country,315104.851197605,60789140,83.090243902439,33945.8438783585,9.224444|45.810555
9200,AIRBASE,IT1871A,ESTE 502811,Italy,industrial,suburban,12,10,41,6616,6616,30411,58,43.26,63,4,2,12,"Croplands: 85.6 %, Urban and built-up: 9.6 %, Cropland/Natural vegetation mosaic: 3.0 %, Mixed forest: 1.7 %",5.64157,5.17,0,1.807,0.951630434783,32.5273134103,67.0784425,67.0784425,67.0784425,67.0784425,53.9083633333,53.8457083333,46.4749382884,5.313144,8.4308528,19.4481,44.30962,54.13392,60.34928,66.36416,7168.23564886,7115.77596797,7069.68809149,8322.72178367,39.8541127009,24.6690303426,5,7.16823564886,43.042441716972,Europe,Italy,Europe,Europe,Southern Europe,Sovereign country,315104.851197605,60789140,83.090243902439,33945.8438783585,11.665833|45.226665
9203,AIRBASE,IT0462A,FALCONARA ACQUEDOTTO 1104208,Italy,industrial,suburban,5,2,1,8510,12720,12720,61,50.7,63,4,2,13,"Croplands: 50.2 %, Water: 43.6 %, Urban and built-up: 5.2 %",19.15,2.76,0,3.17,0.814311594203,25.0534621265,52.78683125,52.78683125,52.78683125,52.78683125,40.5064625,39.7859375,36.2580625988,3.25806,6.01488,13.784075,34.8362,41.90368,46.54641,51.753025,1677.40161963,1407.77160912,1531.96940249,1967.94307057,30.4485585682,19.8977738301,4,1.67740161963,32.884443253656,Europe,Italy,Europe,Europe,Southern Europe,Sovereign country,315104.851197605,60789140,83.090243902439,33945.8438783585,13.370556|43.636112
9204,AIRBASE,IT0463A,FALCONARA ALTA 1104209,Italy,industrial,suburban,90,82,32,12297,12720,12720,58,48.96,63,4,2,13,"Croplands: 50.2 %, Water: 43.6 %, Urban and built-up: 5.2 %",19.15,2.76,0,3.17,0.741394927536,35.5591832451,56.8758255952,56.8758255952,56.9802464286,56.9802464286,46.2881263889,45.8008041667,40.5792152746,19.0471333333,23.0570333333,29.239,41.4358333333,47.9519666667,52.4631333333,56.9742666667,3051.71454701,2812.92852515,2506.68994739,4313.79124831,35.8122875022,34.9600760554,3,3.05171454701,38.677270502376,Europe,Italy,Europe,Europe,Southern Europe,Sovereign country,315104.851197605,60789140,83.090243902439,33945.8438783585,13.39|43.620552
9205,AIRBASE,IT0461A,FALCONARA SCUOLA 1104210,Italy,industrial,suburban,10,2,8,12297,12720,12720,61,47.84,63,4,2,13,"Croplands: 50.2 %, Water: 43.6 %, Urban and built-up: 5.2 %",19.15,2.76,0,3.17,0.678170289855,29.2005424935,58.72339375,59.0836583333,58.72339375,59.0836583333,46.69364,47.14788125,41.5832919373,3.17452,5.68072,15.0372,41.9370666667,49.4222533333,53.4656,58.7052106667,4224.38763571,3653.42791431,3415.29453156,4550.70438744,34.5834184875,23.6215317819,3,4.22438763571,37.3500919665,Europe,Italy,Europe,Europe,Southern Europe,Sovereign country,315104.851197605,60789140,83.090243902439,33945.8438783585,13.3875|43.633335
9210,AIRBASE,IT1873A,FERNO 301218,Italy,background,urban,215,223,62,7532,12578,37013,61,57.78,63,4,1,13,"Croplands: 32.1 %, Urban and built-up: 22.2 %, Mixed forest: 21.5 %, Cropland/Natural vegetation mosaic: 19.1 %, Evergreen Needleleaf forest: 1.7 %, Grasslands: 1.2 %",30.4708,6.71,0,0.579,0.998822463768,30.0449654205,76.602005,76.52681,76.602005,76.52681,57.605005,57.605005,48.2188461131,1.50372,4.310664,13.633725,44.61036,57.64262,65.26146,73.6682464,9046.96239929,8683.8999363,10209.251066,11010.4480391,40.0084567268,20.0571194028,5,9.04696239929,43.209133264944,Europe,Italy,Europe,Europe,Southern Europe,Sovereign country,315104.851197605,60789140,83.090243902439,33945.8438783585,8.75|45.616667
9213,AIRBASE,IT0948A,FI-BOBOLI 904810,Italy,background,urban,75,54,28,47543,47543,47543,63,60.78,63,4,1,13,"Mixed forest: 42.2 %, Croplands: 22.8 %, Cropland/Natural vegetation mosaic: 16.9 %, Urban and built-up: 12.7 %, Woody savannas: 3.8 %, Deciduous Broadleaf forest: 1.3 %",7.54726,3.45,3,1.631,0.943048007246,30.6926669242,64.472,64.472,64.472,64.472,53.7997708333,53.6431239583,46.4944769107,2.88213,5.51364,15.287825,44.109125,54.133925,59.146325,64.1061065,6722.83283269,6330.82841352,6002.16348549,7050.34769185,38.6188382001,22.6176039463,4,6.72283283269,41.708345256108,Europe,Italy,Europe,Europe,Southern Europe,Sovereign country,315104.851197605,60789140,83.090243902439,33945.8438783585,11.249166|43.765278
9214,AIRBASE,IT1656A,FI-CALENZANO-GIOVANNI 904821,Italy,background,suburban,40,65,57,7437,25199,47543,62,57.33,63,4,2,13,"Mixed forest: 38.7 %, Croplands: 23.3 %, Cropland/Natural vegetation mosaic: 16.8 %, Urban and built-up: 14.1 %, Deciduous Broadleaf forest: 3.4 %, Woody savannas: 3.3 %",23.6534,3.73,0,0.422,0.94172705314,24.4448469615,54.4680833333,54.4680833333,54.4680833333,54.4680833333,45.9261083333,45.5919541667,38.2814985244,1.50372,2.33912,9.1894,37.2588666667,47.1165666667,51.47734,55.3034666667,2831.80414346,2677.22590471,2173.46177785,2767.80372577,30.5630794519,17.7821282321,3,2.83180414346,33.008125808052,Europe,Italy,Europe,Europe,Southern Europe,Sovereign country,315104.851197605,60789140,83.090243902439,33945.8438783585,11.184722|43.848053
9220,AIRBASE,IT0880A,FI-MONTELUPO-VIA-ASIA 904818,Italy,background,urban,48,30,14,6763,8449,47543,49,37.84,63,4,1,14,"Croplands: 39.8 %, Mixed forest: 25.8 %, Cropland/Natural vegetation mosaic: 16.5 %, Urban and built-up: 15.4 %, Woody savannas: 2.3 %",3.87003,3.58,0,1.617,0.896135265701,21.9590351833,52.2681916667,52.00365,52.2681916667,52.2681916667,41.1225625,41.0599083333,36.3188660389,2.17204,3.00744,7.1009,34.4185,42.2712333333,46.9077,52.4163453333,2487.30056974,2421.58535429,2188.46549584,2468.13463136,30.4883590666,12.6529303793,3,2.48730056974,32.927427791928,Europe,Italy,Europe,Europe,Southern Europe,Sovereign country,315104.851197605,60789140,83.090243902439,33945.8438783585,11.021111|43.730278
9224,AIRBASE,IT1551A,FI-SCANDICCI 904819,Italy,background,urban,45,43,34,11346,36414,47543,62,54.6,63,4,1,5,"Mixed forest: 35.9 %, Croplands: 31.2 %, Cropland/Natural vegetation mosaic: 16.5 %, Urban and built-up: 12.1 %, Woody savannas: 3.5 %",9.35182,3.63,0,1.631,0.906023550724,26.925089611,62.2835486607,62.2835486607,62.106765625,62.106765625,51.815675,51.768690625,44.490751533,1.75434,2.25558,7.51859,42.6054,52.843235,57.811755,62.0334595,6014.14215886,5783.97268405,5160.60157409,5966.22984476,36.8925288966,16.0011166101,4,6.01414215886,39.843931208328,Europe,Italy,Europe,Europe,Southern Europe,Sovereign country,315104.851197605,60789140,83.090243902439,33945.8438783585,11.192778|43.756943
9225,AIRBASE,IT0883A,FI-SETTIGNANO 904816,Italy,background,rural,195,209,85,35453,47543,47543,59,48.11,63,4,1,5,"Mixed forest: 49.0 %, Cropland/Natural vegetation mosaic: 17.1 %, Croplands: 16.7 %, Urban and built-up: 10.4 %, Woody savannas: 3.7 %, Deciduous Broadleaf forest: 2.6 %",5.13589,3.15,0,0.761,0.883152173913,35.7866460029,62.0535125,61.915675,62.0535125,62.0535125,52.27933,52.0663,46.1487388985,14.581048,18.64614,26.56574,44.61036,52.940984,57.44208,62.7512316,6221.91030861,5913.24234828,5244.15546415,6596.31904904,40.1882921469,30.950974788,5,6.22191030861,43.403355518652,Europe,Italy,Europe,Europe,Southern Europe,Sovereign country,315104.851197605,60789140,83.090243902439,33945.8438783585,11.323889|43.789165
9238,AIRBASE,IT0992A,FONTECHIARI 1206005,Italy,background,rural,388,395,194,1767,1977,9189,14,17.82,62,4,1,14,"Croplands: 34.8 %, Cropland/Natural vegetation mosaic: 33.8 %, Mixed forest: 14.9 %, Deciduous Broadleaf forest: 9.1 %, Grasslands: 4.3 %, Woody savannas: 2.5 %",0.866145,2.2,1,0.584,0.966666666667,37.1014781408,66.2138125,66.2138125,66.2138125,66.2138125,55.5624525,55.5624525,50.0147186793,13.934476,18.646132,26.56572,47.4173,56.23914,60.7503,65.7486464,9244.58138196,8558.16043804,8471.59176688,9593.39131308,45.0568081664,29.2237796284,5,9.24458138196,48.661352819712,Europe,Italy,Europe,Europe,Southern Europe,Sovereign country,315104.851197605,60789140,83.090243902439,33945.8438783585,13.674445|41.670002
9239,AIRBASE,IT1101A,FONTIVEGGE 1005402,Italy,traffic,urban,300,401,209,5237,5241,11119,62,52.98,63,4,1,14,"Croplands: 52.9 %, Cropland/Natural vegetation mosaic: 23.8 %, Mixed forest: 12.8 %, Water: 4.4 %, Urban and built-up: 4.1 %, Woody savannas: 1.6 %",7.56417,2.17,0,1.694,0.870018115942,21.5008233514,46.5526625,46.5526625,46.5526625,46.5526625,36.15193125,36.116125,30.7182732149,3.50868,5.0124,10.77665,30.5756,37.8436,42.1042,47.11655,624.685402627,621.932909716,653.575570901,919.078644302,25.506717932,17.0337104841,2,0.624685402627,27.54725536656,Europe,Italy,Europe,Europe,Southern Europe,Sovereign country,315104.851197605,60789140,83.090243902439,33945.8438783585,12.381945|43.115276
9240,AIRBASE,IT2004A,FONTIVEGGE1 1005410,Italy,traffic,urban,305,304,72,5237,5241,11119,62,56.18,63,4,1,12,"Croplands: 59.1 %, Cropland/Natural vegetation mosaic: 18.9 %, Mixed forest: 13.0 %, Urban and built-up: 4.0 %, Water: 3.4 %, Woody savannas: 1.2 %",7.56417,2.17,0,1.694,0.863828502416,31.7601824359,53.4447125,53.4447125,53.4447125,53.4447125,45.39354375,45.39354375,40.1351586346,4.00992,6.06502,15.53842,39.34735,46.61535,50.62525,54.875774,3618.57243046,3555.62558352,2998.41189442,3829.39905961,35.1209532794,21.3175194076,2,3.61857243046,37.930629541752,Europe,Italy,Europe,Europe,Southern Europe,Sovereign country,315104.851197605,60789140,83.090243902439,33945.8438783585,12.374722|43.104443
9243,AIRBASE,IT2013A,FROSINONE MAZZINI 1206008,Italy,background,urban,255,190,23,14333,15765,15765,62,57.07,62,4,1,12,"Croplands: 42.0 %, Cropland/Natural vegetation mosaic: 30.1 %, Mixed forest: 16.6 %, Woody savannas: 5.2 %, Deciduous Broadleaf forest: 4.0 %, Grasslands: 1.1 %",6.25667,2.47,0,2.289,0.999094202899,33.2872444424,58.582425,58.582425,58.582425,58.582425,52.3169375,52.3169375,46.6569607764,8.01984,13.0322,23.057,43.6079,51.6277,56.1389,60.1488,6065.13868504,5879.39630686,4683.46152873,5309.73450253,40.5524790547,26.0222155632,1,6.06513868504,43.796677379076,Europe,Italy,Europe,Europe,Southern Europe,Sovereign country,315104.851197605,60789140,83.090243902439,33945.8438783585,13.323333|41.638889
9246,AIRBASE,IT1741A,Ferrandina 1707780,Italy,industrial,rural,62,63,13,690,691,2476,20,15.7,62,4,2,12,"Croplands: 64.4 %, Woody savannas: 18.4 %, Grasslands: 12.1 %, Urban and built-up: 1.6 %, Mixed forest: 1.4 %",2.25894,1.73,1,6.016,0.878623188406,37.251322572,64.2034776786,64.2034776786,64.2034776786,63.87678125,54.2681821429,54.2681821429,50.3789739249,11.77915,16.99202,26.3151,48.36965,55.63765,59.8982,64.10862,8925.00388926,8920.69898126,7314.54288865,8613.10902818,45.6969174579,28.7837186841,2,8.92500388926,49.352670854532,Europe,Italy,Europe,Europe,Southern Europe,Sovereign country,315104.851197605,60789140,83.090243902439,33945.8438783585,16.500834|40.484722
9247,AIRBASE,IT2018A,Filzi 1607420,Italy,traffic,suburban,139,146,23,3438,3493,10137,54,37.31,62,4,2,12,"Woody savannas: 43.6 %, Croplands: 23.1 %, Savannas: 15.4 %, Urban and built-up: 7.3 %, Grasslands: 6.3 %, Open shrublands: 2.9 %",2.91348,2.23,0,1.804,0.949124396135,43.3639731828,69.588825,69.4635083333,69.588825,69.4635083333,56.6401208333,56.4103916667,51.9021003932,20.5508666667,27.0669666667,36.2563666667,51.6277333333,58.6450666667,62.40435,68.1686666667,10719.7707704,10670.0963862,9562.55719901,13053.7773872,47.9294466619,38.6559663522,3,10.7197707704,51.763802394852,Europe,Italy,Europe,Europe,Southern Europe,Sovereign country,315104.851197605,60789140,83.090243902439,33945.8438783585,17.587502|40.5275
9248,AIRBASE,IT1766A,Firmo 1807875,Italy,industrial,rural,200,224,155,1309,2204,3382,18,13.15,58,4,2,12,"Croplands: 46.8 %, Mixed forest: 18.6 %, Cropland/Natural vegetation mosaic: 13.4 %, Woody savannas: 13.3 %, Deciduous Broadleaf forest: 4.9 %, Grasslands: 1.4 %, Urban and built-up: 1.0 %",1.78872,1.46,1,1.376,0.796195652174,40.4557585605,55.41835,55.41835,55.011084375,55.011084375,48.4009875,48.4009875,44.5869122639,27.818825,31.327475,36.089275,45.3622,49.246825,51.627725,54.499826,4802.71879905,4764.65736161,3515.75099223,6195.42845898,41.199855795,39.7121160244,4,4.80271879905,44.4958442586,Europe,Italy,Europe,Europe,Southern Europe,Sovereign country,315104.851197605,60789140,83.090243902439,33945.8438783585,16.205557|39.714169
9250,AIRBASE,IT1688A,GALATINA - S. Barbara 1607579,Italy,traffic,suburban,10,49,9,4595,5926,10612,20,27.74,62,4,2,12,"Woody savannas: 33.2 %, Croplands: 19.0 %, Water: 17.2 %, Urban and built-up: 10.1 %, Savannas: 8.8 %, Grasslands: 6.6 %, Open shrublands: 4.4 %",2.28336,1.99,0,1.753,0.747848731884,38.9072254898,63.4695041667,62.9682791667,63.4695041667,62.9682791667,52.880825,52.880825,48.6581291751,13.5334666667,19.16407,30.5756333333,47.6177666667,53.6326666667,57.24996,62.0635326667,7980.53756961,7839.23015085,6181.91979366,7575.17129057,45.2162851156,31.3470754083,3,7.98053756961,48.833587924848,Europe,Italy,Europe,Europe,Southern Europe,Sovereign country,315104.851197605,60789140,83.090243902439,33945.8438783585,18.076389|40.226391
9252,AIRBASE,IT0741A,GAMBARA 301705,Italy,background,rural,51,47,8,1875,2465,14241,35,23.03,61,4,1,12,"Croplands: 95.6 %, Urban and built-up: 4.3 %",2.02915,4.93,1,3.967,0.964039855072,30.1081886002,73.58204,73.231175,73.58204,73.51939,54.284295,53.97101,46.3398710888,3.0024276,6.215376,16.34042,42.00392,54.925894,63.171279,70.8492776,7621.16834282,7373.59609869,8343.81117712,8946.05995635,39.5372096762,20.5276467859,5,7.62116834282,42.700186450296,Europe,Italy,Europe,Europe,Southern Europe,Sovereign country,315104.851197605,60789140,83.090243902439,33945.8438783585,10.299445|45.24889
9256,AIRBASE,IT1921A,GAVELLO 803626,Italy,background,rural,4,7,1,2364,2519,6830,10,10.46,63,4,2,12,"Croplands: 94.3 %, Urban and built-up: 5.1 %",0.96778,4.32,1,8.263,0.965579710145,31.6454264198,69.7350125,69.7350125,69.7350125,69.7350125,55.70029375,55.55933125,47.9297556954,6.51612,10.02478,17.668725,43.983825,55.512325,62.655025,68.780139,8030.34150255,7615.55453452,8310.93857947,8938.65744939,41.3991785594,21.9165177013,4,8.03034150255,44.711112844152,Europe,Italy,Europe,Europe,Southern Europe,Sovereign country,315104.851197605,60789140,83.090243902439,33945.8438783585,11.179167|44.929447
9258,AIRBASE,IT0920A,GERMANI 803906,Italy,industrial,rural,4,-4,0,3073,3102,7095,57,48.03,63,4,2,12,"Water: 46.2 %, Croplands: 43.0 %, Urban and built-up: 5.8 %, Evergreen Needleleaf forest: 2.1 %, Mixed forest: 1.0 %",4.57903,3.59,0,0.146,0.999094202899,27.2821339347,55.449675,55.449675,55.449675,55.449675,46.803275,46.803275,41.4309100543,1.00248,3.50868,13.0322,40.0992,47.1166,50.6252,55.1364,3333.17836661,3087.48950116,2469.31548117,2926.38744798,34.8352303689,19.7404109783,1,3.33317836661,37.622048798412,Europe,Italy,Europe,Europe,Southern Europe,Sovereign country,315104.851197605,60789140,83.090243902439,33945.8438783585,12.2725|44.444168
9259,AIRBASE,IT1179A,GHERARDI 803805,Italy,background,rural,-2,-3,0,1118,1358,4600,7,14.28,62,4,2,12,"Croplands: 92.6 %, Urban and built-up: 2.7 %, Water: 2.3 %",1.81091,4.13,1,9.192,0.942663043478,31.3753097418,66.276455,66.163675,66.276455,66.276455,53.5825625,53.194095,47.6300410479,6.616368,9.824288,17.44314,43.90864,53.93342,59.97338,66.3320856,7409.88221941,7140.23835565,6844.60919962,7476.45323101,41.8271408825,20.5354729611,5,7.40988221941,45.1733121531,Europe,Italy,Europe,Europe,Southern Europe,Sovereign country,315104.851197605,60789140,83.090243902439,33945.8438783585,11.961111|44.839722
9261,AIRBASE,IT0892A,GIARDINI MARGHERITA 803708,Italy,background,urban,73,74,51,36415,36415,36415,62,56.47,63,4,2,13,"Croplands: 69.0 %, Mixed forest: 14.0 %, Cropland/Natural vegetation mosaic: 8.8 %, Urban and built-up: 7.4 %",7.89218,4.45,3,3.027,0.925905797101,24.7264447218,55.4622075,55.4622075,55.90079,55.90079,41.6029175,41.5527975,33.6711313015,4.310664,6.7266408,13.38309,34.8863,44.00888,48.41978,54.2101224,2326.38842039,2296.17070657,2381.77255758,3121.57719467,28.7296765335,20.4838620768,5,2.32638842039,31.02805065618,Europe,Italy,Europe,Europe,Southern Europe,Sovereign country,315104.851197605,60789140,83.090243902439,33945.8438783585,11.355|44.483334
9270,AIRBASE,IT1942A,GR-MAREMMA 905304,Italy,background,rural,40,29,50,1782,2326,2326,8,4.87,63,4,2,12,"Water: 38.8 %, Croplands: 31.7 %, Mixed forest: 9.9 %, Woody savannas: 9.8 %, Grasslands: 4.2 %, Cropland/Natural vegetation mosaic: 2.3 %, Evergreen Needleleaf forest: 1.5 %",0.156547,1.7,1,0.701,0.932518115942,39.9923042816,60.822334375,60.822334375,60.822334375,60.822334375,51.836575,51.7060375,47.6565449917,22.881605,27.192275,33.33245,46.99125,53.006125,56.264175,60.65005,6866.35340523,6369.32104052,5214.61693969,7174.1874607,43.83112597,36.1896287998,4,6.86635340523,47.3376160476,Europe,Italy,Europe,Europe,Southern Europe,Sovereign country,315104.851197605,60789140,83.090243902439,33945.8438783585,11.094167|42.670555
9272,AIRBASE,IT1593A,GR-URSS 905301,Italy,background,urban,10,15,10,2323,2325,2326,63,42.73,63,4,2,12,"Croplands: 37.4 %, Mixed forest: 19.6 %, Woody savannas: 14.5 %, Water: 14.4 %, Cropland/Natural vegetation mosaic: 6.0 %, Grasslands: 4.6 %, Evergreen Needleleaf forest: 1.6 %",3.10546,1.59,0,2.333,0.975656702898,32.7512669631,57.6426,57.6426,57.6426,57.6426,49.857715625,49.84205625,44.2265505275,10.27541,13.6588,21.553325,43.10665,50.249325,54.259225,58.018525,4695.18558167,4468.53138739,3582.07227231,4575.79794797,38.4679403948,26.9931157718,4,4.69518558167,41.545375626384,Europe,Italy,Europe,Europe,Southern Europe,Sovereign country,315104.851197605,60789140,83.090243902439,33945.8438783585,11.119166|42.77861
9277,AIRBASE,IT1806A,GUARDIAREGIA 1407075,Italy,background,rural,884,886,330,447,2412,13802,13,7.91,63,4,2,4,"Croplands: 41.4 %, Cropland/Natural vegetation mosaic: 32.0 %, Deciduous Broadleaf forest: 8.9 %, Mixed forest: 8.7 %, Woody savannas: 5.8 %, Grasslands: 1.9 %, Urban and built-up: 1.1 %",0.809751,1.55,1,0.198,0.967753623188,43.8809398451,64.96071,64.4970625,64.1837825,64.1837825,55.2491775,55.12387,50.7858464163,25.46298,29.37266,37.09174,50.72548,56.23914,59.84806,63.65748,9613.23289081,9014.37901579,7690.9985077,11864.8193488,47.798374658,40.0465399385,5,9.61323289081,51.62224463064,Europe,Italy,Europe,Europe,Southern Europe,Sovereign country,315104.851197605,60789140,83.090243902439,33945.8438783585,14.525556|41.418892
9280,AIRBASE,IT1773A,Genga -Parco Gola della Rossa 1104226,Italy,background,rural,550,543,192,499,677,5330,6,9.57,61,4,1,5,"Croplands: 65.2 %, Cropland/Natural vegetation mosaic: 17.9 %, Mixed forest: 13.4 %, Deciduous Broadleaf forest: 1.4 %, Urban and built-up: 1.4 %",1.62838,2,1,2.697,0.895652173913,42.1639454456,58.5698866667,58.394455,58.369395,58.369395,50.6001825,50.98550625,45.6231878326,29.87392,32.510432,37.192,47.11656,52.52998,55.33692,58.364388,5124.97926851,5005.53204867,3785.56382688,6945.21706688,42.5592952327,41.7468525168,5,5.12497926851,45.964038851316,Europe,Italy,Europe,Europe,Southern Europe,Sovereign country,315104.851197605,60789140,83.090243902439,33945.8438783585,12.952222|43.468056
9283,AIRBASE,IT1587A,Gorizia 603105,Italy,traffic,urban,50,80,34,11463,14290,14290,59,43.26,62,4,1,13,"Mixed forest: 43.8 %, Croplands: 20.9 %, Cropland/Natural vegetation mosaic: 16.7 %, Deciduous Broadleaf forest: 7.1 %, Urban and built-up: 5.3 %, Water: 5.1 %",4.75587,2.76,0,0.543,0.927173913044,32.0949934159,65.888005,65.888005,65.888005,65.888005,51.97858,51.903395,45.2036403325,6.917112,11.167628,19.94936,43.00636,53.08132,58.34434,64.3672392,6688.2024394,6520.90565805,6234.35545098,6989.5336072,39.9125661033,23.8583172603,5,6.6882024394,43.105571391564,Europe,Italy,Europe,Europe,Southern Europe,Sovereign country,315104.851197605,60789140,83.090243902439,33945.8438783585,13.616389|45.936947
